study_hours_per_week,attendance_percent,previous_score,sleep_hours,absences,parental_education,internet_access,extracurricular_activities,part_time_job,study_method,final_score,pass_fail,performance_category
10.2,86.6,69.1,5.8,5,Masters,Yes,No,Yes,Group Study,52.9,Pass,Average
12.1,80.5,36.3,4.7,4,High School,Yes,No,No,Group Study,54.31,Pass,Average
20.4,100.0,64.0,6.5,6,Masters,Yes,No,Yes,Group Study,68.9,Pass,Average
13.6,72.5,44.5,6.1,6,High School,Yes,Yes,Yes,Tutoring,22.31,Fail,Poor
10.9,82.3,94.8,5.4,6,High School,Yes,Yes,No,Self-study,62.19,Pass,Average
16.1,71.1,78.7,6.5,4,High School,Yes,No,No,Self-study,60.48,Pass,Average
0.9,64.2,66.6,7.3,7,Bachelors,Yes,No,Yes,Tutoring,17.86,Fail,Poor
13.2,72.7,84.0,6.7,7,High School,Yes,No,No,Online Courses,66.99,Pass,Average
15.9,79.6,52.3,7.1,5,High School,Yes,Yes,No,Tutoring,50.85,Pass,Average
4.6,74.8,73.2,9.1,5,High School,Yes,Yes,No,Online Courses,54.37,Pass,Average
17.7,71.7,68.0,6.3,8,High School,Yes,Yes,Yes,Group Study,51.24,Pass,Average
13.7,63.1,69.0,7.1,5,Bachelors,Yes,No,No,Tutoring,45.5,Pass,Below Average
9.9,79.0,84.1,6.0,4,Bachelors,Yes,No,No,Self-study,53.69,Pass,Average
15.2,61.9,76.0,5.6,5,High School,Yes,No,No,Online Courses,45.94,Pass,Below Average
23.4,89.1,69.3,5.9,7,Masters,Yes,Yes,No,Tutoring,83.68,Pass,Good
12.9,81.0,40.2,6.1,3,Masters,Yes,No,No,Tutoring,51.63,Pass,Average
13.2,62.5,50.6,7.2,6,Masters,No,No,Yes,Online Courses,35.47,Fail,Poor
9.7,76.3,63.2,9.8,8,High School,Yes,Yes,No,Group Study,47.7,Pass,Below Average
7.8,71.0,66.4,5.8,6,Masters,Yes,No,No,Group Study,58.71,Pass,Average
16.2,83.8,48.0,6.2,4,High School,Yes,Yes,No,Group Study,65.46,Pass,Average
7.7,96.1,100.0,6.6,3,High School,Yes,Yes,No,Group Study,78.64,Pass,Good
12.4,57.5,87.7,7.2,6,High School,Yes,No,No,Online Courses,56.82,Pass,Average
9.6,81.4,74.0,7.0,10,Masters,Yes,No,No,Self-study,61.1,Pass,Average
14.4,78.1,66.1,8.4,15,High School,No,Yes,No,Tutoring,41.52,Pass,Below Average
13.7,88.1,61.8,3.5,4,High School,No,No,Yes,Tutoring,42.08,Pass,Below Average
17.2,82.6,50.7,3.6,8,High School,Yes,Yes,No,Group Study,46.92,Pass,Below Average
9.4,71.0,66.2,6.1,3,Masters,Yes,No,No,Online Courses,41.47,Pass,Below Average
10.7,76.2,68.9,8.1,6,Bachelors,Yes,No,No,Self-study,64.59,Pass,Average
7.1,70.4,46.4,4.7,6,High School,Yes,No,No,Self-study,30.85,Fail,Poor
9.8,92.9,70.0,3.0,2,Bachelors,Yes,No,No,Tutoring,66.53,Pass,Average
13.9,80.3,62.7,7.4,5,Bachelors,Yes,Yes,No,Group Study,67.45,Pass,Average
15.8,100.0,36.4,7.0,3,Bachelors,Yes,Yes,No,Tutoring,66.39,Pass,Average
7.4,79.3,52.1,5.3,8,High School,Yes,No,No,Tutoring,45.49,Pass,Below Average
16.3,71.5,58.8,5.4,9,Masters,Yes,Yes,No,Self-study,52.61,Pass,Average
18.8,61.8,93.3,5.4,7,High School,No,No,No,Online Courses,67.79,Pass,Average
14.1,58.4,73.3,6.8,8,Bachelors,Yes,Yes,Yes,Self-study,50.08,Pass,Average
21.4,61.0,45.0,5.9,11,High School,Yes,Yes,Yes,Tutoring,44.6,Pass,Below Average
8.1,83.2,72.3,7.3,5,Bachelors,Yes,Yes,No,Group Study,55.41,Pass,Average
5.8,86.1,41.8,3.0,7,Bachelors,Yes,No,Yes,Group Study,28.68,Fail,Poor
3.1,61.0,81.2,5.6,8,Bachelors,Yes,Yes,No,Online Courses,48.4,Pass,Below Average
19.5,90.7,57.9,5.2,6,High School,Yes,No,Yes,Online Courses,58.05,Pass,Average
15.3,74.2,63.6,6.4,5,Masters,Yes,Yes,No,Online Courses,56.16,Pass,Average
11.7,81.8,84.9,6.0,8,High School,Yes,Yes,Yes,Tutoring,46.25,Pass,Below Average
13.4,99.3,45.7,7.7,6,Bachelors,Yes,No,No,Tutoring,52.29,Pass,Average
6.4,90.8,44.0,4.3,3,Masters,Yes,No,No,Online Courses,56.88,Pass,Average
24.2,76.8,56.2,6.8,4,Bachelors,Yes,No,No,Group Study,62.07,Pass,Average
12.6,69.3,80.6,7.4,5,Masters,Yes,No,No,Group Study,60.13,Pass,Average
12.5,54.2,42.2,9.1,9,Bachelors,Yes,Yes,No,Group Study,53.03,Pass,Average
15.6,71.4,22.5,6.1,8,Bachelors,Yes,Yes,No,Tutoring,35.03,Fail,Poor
14.4,77.5,58.2,7.1,5,Masters,Yes,No,Yes,Self-study,49.93,Pass,Below Average
13.1,68.2,73.3,4.4,4,High School,No,Yes,No,Group Study,41.3,Pass,Below Average
8.0,78.4,83.0,3.6,8,Bachelors,Yes,No,No,Group Study,64.37,Pass,Average
14.4,80.9,58.1,7.8,4,Masters,Yes,No,No,Group Study,75.73,Pass,Good
21.4,77.3,58.8,6.7,9,Bachelors,Yes,Yes,Yes,Online Courses,64.38,Pass,Average
18.7,72.2,82.3,8.2,8,High School,Yes,No,No,Tutoring,69.83,Pass,Average
20.0,82.0,37.0,4.9,5,Bachelors,Yes,Yes,Yes,Online Courses,47.59,Pass,Below Average
9.4,85.3,59.2,7.4,4,Masters,No,Yes,No,Online Courses,67.94,Pass,Average
7.1,66.9,67.9,9.1,7,PhD,Yes,Yes,No,Self-study,58.65,Pass,Average
11.4,96.9,71.7,7.2,4,Bachelors,Yes,No,Yes,Online Courses,68.34,Pass,Average
12.3,78.8,57.4,7.1,5,Bachelors,Yes,Yes,No,Self-study,56.14,Pass,Average
17.5,80.2,65.5,6.7,7,Masters,Yes,No,No,Online Courses,62.89,Pass,Average
3.5,88.5,27.7,4.7,4,High School,No,No,No,Group Study,39.33,Fail,Poor
19.6,82.8,55.1,8.5,8,High School,Yes,No,Yes,Tutoring,59.8,Pass,Average
11.2,91.4,71.8,5.9,6,Masters,Yes,No,No,Online Courses,74.19,Pass,Good
9.9,83.4,50.3,7.4,6,Masters,Yes,No,Yes,Self-study,51.51,Pass,Average
6.9,72.7,65.9,4.7,5,Masters,Yes,Yes,No,Tutoring,45.05,Pass,Below Average
3.7,84.3,71.7,5.2,7,Bachelors,Yes,No,No,Self-study,46.0,Pass,Below Average
16.1,66.3,59.9,8.6,8,High School,Yes,No,No,Group Study,52.92,Pass,Average
12.4,81.3,67.6,6.2,8,Bachelors,Yes,No,Yes,Online Courses,48.4,Pass,Below Average
5.6,79.6,50.6,8.6,5,High School,Yes,No,No,Tutoring,37.34,Fail,Poor
5.5,77.5,61.9,6.6,10,High School,Yes,No,Yes,Group Study,46.58,Pass,Below Average
10.3,78.5,74.2,4.3,8,Masters,Yes,No,No,Online Courses,52.16,Pass,Average
20.3,57.4,67.4,7.9,9,High School,Yes,No,Yes,Online Courses,50.55,Pass,Average
10.7,73.4,56.2,5.9,7,Masters,Yes,No,No,Self-study,52.84,Pass,Average
4.5,81.1,68.4,7.6,6,Bachelors,Yes,No,Yes,Self-study,43.55,Pass,Below Average
10.8,81.9,75.7,6.7,11,Bachelors,No,Yes,Yes,Group Study,59.31,Pass,Average
10.6,67.7,34.3,4.7,8,High School,Yes,No,Yes,Self-study,20.91,Fail,Poor
0.0,95.2,82.4,6.9,8,High School,No,Yes,No,Group Study,50.46,Pass,Average
11.7,69.6,60.0,9.6,6,High School,No,No,Yes,Group Study,42.77,Pass,Below Average
10.8,91.6,71.4,7.3,6,PhD,Yes,No,No,Group Study,67.7,Pass,Average
15.5,85.1,83.0,6.6,3,Masters,Yes,No,No,Self-study,63.43,Pass,Average
21.2,72.2,44.4,8.1,8,Bachelors,Yes,Yes,No,Tutoring,65.02,Pass,Average
17.6,100.0,54.4,7.0,3,High School,Yes,No,No,Group Study,70.52,Pass,Good
10.7,65.7,60.7,7.0,8,PhD,Yes,No,Yes,Tutoring,43.27,Pass,Below Average
6.5,91.0,53.2,5.3,5,High School,Yes,Yes,No,Online Courses,53.35,Pass,Average
24.9,92.0,91.0,7.0,5,High School,Yes,No,Yes,Self-study,79.34,Pass,Good
12.3,72.0,52.1,8.0,9,Bachelors,Yes,No,No,Self-study,41.42,Pass,Below Average
12.1,96.7,56.7,5.6,2,PhD,Yes,No,Yes,Tutoring,55.39,Pass,Average
11.9,77.0,68.1,8.6,5,High School,Yes,Yes,No,Online Courses,65.79,Pass,Average
13.0,83.5,47.0,6.6,7,High School,Yes,No,No,Online Courses,51.31,Pass,Average
11.3,83.1,59.1,5.5,9,PhD,Yes,No,No,Group Study,53.23,Pass,Average
9.1,78.4,69.8,8.0,5,High School,Yes,Yes,Yes,Self-study,45.14,Pass,Below Average
9.3,89.7,60.0,6.3,2,High School,Yes,Yes,No,Online Courses,52.45,Pass,Average
11.8,89.5,63.6,7.7,4,Bachelors,No,No,Yes,Online Courses,49.12,Pass,Below Average
9.3,59.0,57.1,6.3,9,Masters,Yes,No,No,Group Study,37.74,Fail,Poor
8.4,95.7,42.3,6.6,4,Bachelors,Yes,No,No,Group Study,40.72,Pass,Below Average
12.5,60.1,69.8,7.3,9,PhD,Yes,Yes,No,Tutoring,64.81,Pass,Average
10.7,92.4,91.3,7.1,3,Bachelors,Yes,Yes,No,Self-study,79.86,Pass,Good
19.5,93.5,65.3,4.1,3,High School,Yes,Yes,No,Online Courses,57.61,Pass,Average
0.0,66.9,68.4,5.2,8,PhD,No,Yes,No,Tutoring,39.23,Fail,Poor
17.5,75.1,75.4,7.9,6,Bachelors,Yes,No,No,Self-study,59.67,Pass,Average
18.2,66.7,46.0,6.5,6,High School,No,No,No,Tutoring,40.45,Pass,Below Average
1.6,77.4,90.5,6.0,12,Bachelors,Yes,No,No,Self-study,48.05,Pass,Below Average
10.3,76.3,68.0,4.9,7,High School,Yes,Yes,Yes,Self-study,42.75,Pass,Below Average
10.1,89.4,89.5,5.3,5,High School,Yes,No,No,Online Courses,76.01,Pass,Good
5.0,95.7,54.0,4.1,4,High School,No,Yes,No,Self-study,39.2,Fail,Poor
8.1,96.7,92.3,6.6,6,Bachelors,Yes,Yes,Yes,Group Study,60.46,Pass,Average
6.4,73.3,76.6,5.9,7,Masters,Yes,No,No,Online Courses,48.14,Pass,Below Average
20.8,77.5,73.3,5.4,3,Bachelors,Yes,No,No,Group Study,74.61,Pass,Good
16.7,59.8,68.5,6.6,6,PhD,Yes,No,Yes,Tutoring,43.53,Pass,Below Average
18.4,70.3,61.3,7.2,6,High School,Yes,Yes,No,Tutoring,52.12,Pass,Average
15.6,91.6,83.0,9.4,8,High School,No,No,No,Self-study,75.06,Pass,Good
6.4,99.4,67.1,4.7,4,High School,Yes,No,No,Self-study,56.14,Pass,Average
9.4,65.2,35.5,8.2,6,High School,Yes,No,No,Group Study,38.27,Fail,Poor
14.4,72.9,48.2,8.0,12,High School,Yes,Yes,No,Group Study,62.81,Pass,Average
5.9,79.7,62.2,5.7,7,Masters,Yes,No,Yes,Group Study,47.22,Pass,Below Average
15.6,83.4,69.6,7.0,5,Masters,Yes,No,No,Tutoring,61.84,Pass,Average
10.8,70.3,64.2,6.1,6,PhD,Yes,No,No,Group Study,53.42,Pass,Average
10.1,85.1,83.3,6.9,4,High School,Yes,Yes,No,Online Courses,55.13,Pass,Average
15.6,74.3,35.7,8.7,8,Masters,Yes,Yes,No,Online Courses,62.72,Pass,Average
14.2,79.8,67.2,7.5,5,High School,No,Yes,No,Tutoring,58.0,Pass,Average
10.2,86.6,37.7,7.4,6,High School,No,Yes,No,Group Study,49.63,Pass,Below Average
17.8,80.1,76.4,6.1,7,Masters,Yes,No,No,Group Study,76.22,Pass,Good
6.6,74.8,63.6,4.8,5,Bachelors,Yes,Yes,No,Self-study,45.58,Pass,Below Average
15.1,78.7,71.3,6.4,4,High School,No,Yes,No,Online Courses,48.46,Pass,Below Average
15.0,78.9,52.0,8.3,4,Bachelors,Yes,Yes,No,Tutoring,59.6,Pass,Average
10.5,75.6,84.2,4.7,3,High School,Yes,Yes,No,Group Study,51.18,Pass,Average
13.6,76.9,80.6,5.3,6,Masters,No,Yes,Yes,Self-study,55.76,Pass,Average
5.7,99.2,73.8,6.9,1,Bachelors,Yes,No,No,Tutoring,71.47,Pass,Good
16.6,86.7,63.1,5.4,5,PhD,Yes,No,No,Tutoring,65.87,Pass,Average
11.1,76.5,73.7,5.7,10,High School,Yes,Yes,No,Online Courses,53.7,Pass,Average
9.4,88.4,54.4,6.1,4,Bachelors,Yes,Yes,No,Group Study,55.26,Pass,Average
17.2,76.0,77.8,4.9,5,Bachelors,Yes,Yes,No,Tutoring,70.4,Pass,Good
8.5,94.1,89.7,5.4,4,Bachelors,Yes,Yes,Yes,Self-study,59.23,Pass,Average
5.0,84.4,81.1,7.6,7,High School,Yes,No,No,Self-study,39.4,Fail,Poor
4.2,78.7,54.1,5.0,5,Masters,Yes,No,No,Tutoring,48.4,Pass,Below Average
15.0,85.4,70.4,4.6,5,Masters,Yes,No,Yes,Self-study,66.2,Pass,Average
5.6,61.1,45.6,5.9,12,PhD,Yes,No,Yes,Tutoring,35.49,Fail,Poor
20.8,66.5,73.6,7.7,8,Masters,Yes,Yes,No,Self-study,63.54,Pass,Average
1.6,65.7,71.8,6.4,8,Masters,Yes,No,No,Tutoring,36.18,Fail,Poor
20.5,81.7,37.0,6.1,3,Bachelors,Yes,No,No,Tutoring,60.72,Pass,Average
13.1,100.0,47.6,6.8,5,Masters,Yes,No,No,Tutoring,63.88,Pass,Average
11.5,100.0,60.8,4.4,7,High School,Yes,Yes,No,Self-study,56.9,Pass,Average
9.3,87.7,60.5,7.3,8,Bachelors,Yes,No,No,Tutoring,68.15,Pass,Average
14.0,86.0,46.9,7.2,3,High School,Yes,No,No,Online Courses,47.4,Pass,Below Average
11.8,58.4,70.8,6.2,7,Bachelors,Yes,No,Yes,Tutoring,56.58,Pass,Average
17.5,73.5,68.8,8.0,5,High School,Yes,Yes,No,Group Study,62.1,Pass,Average
12.6,70.5,62.1,5.2,6,PhD,Yes,No,No,Group Study,42.83,Pass,Below Average
12.8,72.5,53.7,8.2,10,High School,Yes,No,No,Online Courses,46.47,Pass,Below Average
10.2,78.0,80.7,6.9,5,High School,No,No,No,Tutoring,57.89,Pass,Average
11.7,74.3,89.8,6.3,7,Bachelors,Yes,No,No,Group Study,59.39,Pass,Average
13.5,56.2,57.7,6.7,8,High School,Yes,No,Yes,Tutoring,27.62,Fail,Poor
3.4,89.0,55.8,6.6,8,High School,Yes,Yes,Yes,Group Study,40.18,Pass,Below Average
5.3,67.1,72.4,8.3,4,High School,Yes,No,Yes,Self-study,36.72,Fail,Poor
15.7,82.9,59.6,5.3,6,Bachelors,No,No,Yes,Self-study,51.32,Pass,Average
12.9,100.0,62.9,5.7,4,Bachelors,Yes,No,No,Online Courses,69.98,Pass,Average
11.1,69.0,76.1,8.0,8,Masters,Yes,Yes,Yes,Online Courses,48.59,Pass,Below Average
12.1,49.6,36.4,5.9,6,Masters,Yes,No,Yes,Tutoring,27.04,Fail,Poor
13.7,76.6,84.8,7.9,3,Bachelors,Yes,No,No,Online Courses,72.32,Pass,Good
9.3,93.2,66.1,8.9,3,High School,Yes,No,No,Tutoring,54.97,Pass,Average
8.1,100.0,58.8,6.2,1,High School,Yes,No,Yes,Self-study,45.07,Pass,Below Average
13.0,65.2,63.7,7.6,7,Masters,Yes,No,No,Self-study,46.64,Pass,Below Average
7.1,86.0,64.4,5.2,3,High School,Yes,No,No,Group Study,52.48,Pass,Average
14.0,74.4,39.0,7.7,4,High School,Yes,Yes,Yes,Tutoring,46.09,Pass,Below Average
3.5,78.7,87.4,7.0,5,Masters,Yes,Yes,Yes,Self-study,50.99,Pass,Average
17.1,100.0,65.6,7.3,2,Bachelors,Yes,Yes,No,Self-study,74.87,Pass,Good
14.4,62.0,71.6,5.9,6,High School,Yes,Yes,No,Tutoring,62.09,Pass,Average
13.3,83.0,79.3,4.5,6,High School,Yes,No,No,Group Study,51.38,Pass,Average
16.9,85.6,49.7,7.4,6,PhD,Yes,No,Yes,Group Study,46.59,Pass,Below Average
20.3,93.0,72.1,4.0,2,Masters,Yes,No,No,Group Study,76.71,Pass,Good
17.1,81.2,61.0,6.3,3,Masters,No,Yes,No,Group Study,59.64,Pass,Average
2.8,83.7,77.7,7.9,6,Bachelors,Yes,Yes,Yes,Self-study,47.35,Pass,Below Average
5.6,75.3,33.1,6.9,7,Bachelors,Yes,No,No,Tutoring,42.0,Pass,Below Average
8.9,83.2,63.5,9.2,6,PhD,Yes,No,No,Tutoring,68.34,Pass,Average
12.1,75.9,56.0,8.0,4,PhD,Yes,Yes,No,Self-study,46.31,Pass,Below Average
14.6,87.5,71.5,5.8,4,High School,Yes,No,No,Self-study,56.72,Pass,Average
8.4,75.6,72.1,6.7,9,Masters,Yes,No,No,Self-study,70.73,Pass,Good
12.9,84.5,54.4,6.6,4,High School,Yes,Yes,No,Online Courses,59.24,Pass,Average
8.2,79.6,54.3,4.6,8,High School,Yes,No,No,Tutoring,46.82,Pass,Below Average
8.9,93.5,63.3,5.5,10,Bachelors,Yes,Yes,Yes,Tutoring,60.36,Pass,Average
5.0,79.4,51.6,6.0,6,Bachelors,Yes,No,No,Tutoring,44.07,Pass,Below Average
7.4,58.7,77.6,4.1,8,PhD,Yes,No,Yes,Group Study,49.02,Pass,Below Average
5.2,95.1,59.5,6.8,2,High School,Yes,Yes,Yes,Self-study,54.77,Pass,Average
7.1,69.1,21.4,6.4,6,Bachelors,Yes,No,No,Self-study,36.0,Fail,Poor
17.3,72.2,59.4,4.5,7,Masters,Yes,No,No,Self-study,54.0,Pass,Average
7.3,72.9,49.4,7.2,6,Masters,Yes,No,No,Online Courses,48.13,Pass,Below Average
25.2,96.5,40.5,7.6,2,High School,Yes,Yes,No,Tutoring,66.08,Pass,Average
14.5,54.4,46.4,7.0,6,Bachelors,Yes,Yes,Yes,Self-study,40.61,Pass,Below Average
12.9,100.0,66.6,6.3,4,Bachelors,No,Yes,No,Online Courses,54.85,Pass,Average
7.7,92.7,84.9,7.5,4,High School,Yes,No,No,Self-study,57.61,Pass,Average
15.5,82.7,69.7,7.6,6,PhD,No,No,No,Group Study,61.41,Pass,Average
9.1,79.3,55.9,7.1,6,Masters,No,Yes,No,Tutoring,43.06,Pass,Below Average
12.6,83.4,71.8,5.6,6,High School,Yes,No,No,Online Courses,53.0,Pass,Average
24.8,86.3,58.1,7.1,5,High School,Yes,No,No,Self-study,66.68,Pass,Average
11.5,87.7,54.6,8.3,5,High School,Yes,No,No,Tutoring,57.95,Pass,Average
17.7,86.7,47.7,5.9,6,Masters,Yes,No,Yes,Online Courses,62.79,Pass,Average
8.5,81.1,38.7,9.4,3,High School,Yes,No,No,Tutoring,43.35,Pass,Below Average
11.8,77.6,59.2,6.0,8,Bachelors,Yes,No,No,Tutoring,61.16,Pass,Average
20.9,78.2,67.4,6.7,4,Bachelors,Yes,No,No,Group Study,73.55,Pass,Good
8.9,77.7,63.6,5.8,4,Bachelors,No,Yes,No,Tutoring,51.53,Pass,Average
21.1,93.6,58.8,7.0,6,High School,Yes,Yes,No,Online Courses,69.33,Pass,Average
15.5,87.1,50.8,4.4,5,High School,Yes,Yes,No,Tutoring,56.45,Pass,Average
9.2,44.7,74.1,6.0,12,PhD,Yes,No,No,Online Courses,52.13,Pass,Average
15.2,87.9,45.2,5.3,8,Masters,No,Yes,No,Tutoring,60.43,Pass,Average
16.9,82.3,76.6,6.9,5,Masters,Yes,Yes,No,Self-study,80.71,Pass,Good
15.1,79.8,50.0,8.0,2,High School,Yes,No,No,Group Study,55.42,Pass,Average
4.1,75.3,53.7,7.5,7,High School,Yes,Yes,No,Self-study,46.01,Pass,Below Average
8.4,93.5,43.0,3.6,11,Bachelors,Yes,Yes,Yes,Group Study,50.97,Pass,Average
10.8,91.4,57.5,9.4,10,High School,Yes,Yes,No,Online Courses,53.53,Pass,Average
11.6,70.7,79.6,7.1,8,Masters,Yes,No,Yes,Group Study,53.08,Pass,Average
15.1,84.9,72.7,5.7,7,Bachelors,Yes,Yes,No,Tutoring,64.76,Pass,Average
12.9,68.3,79.7,6.9,6,High School,Yes,No,No,Tutoring,61.29,Pass,Average
5.3,63.4,72.8,6.9,6,Masters,Yes,No,No,Self-study,55.08,Pass,Average
13.9,72.5,48.4,5.8,8,PhD,No,No,No,Group Study,45.48,Pass,Below Average
15.1,90.3,60.0,7.0,5,High School,Yes,No,No,Online Courses,49.64,Pass,Below Average
14.8,91.4,53.3,5.9,5,Bachelors,No,No,Yes,Online Courses,51.24,Pass,Average
17.4,86.2,85.0,6.2,4,High School,Yes,Yes,No,Tutoring,64.03,Pass,Average
16.2,88.7,47.0,5.8,3,Bachelors,Yes,Yes,No,Online Courses,50.28,Pass,Average
14.3,86.2,78.4,4.8,4,High School,Yes,Yes,No,Tutoring,54.42,Pass,Average
11.6,72.3,78.4,6.9,9,Bachelors,Yes,Yes,No,Tutoring,60.98,Pass,Average
3.7,85.2,92.4,7.5,9,PhD,Yes,Yes,No,Tutoring,75.18,Pass,Good
14.1,89.6,58.9,7.4,3,Bachelors,Yes,Yes,No,Self-study,65.19,Pass,Average
13.0,89.1,75.7,7.8,3,High School,Yes,No,No,Self-study,66.18,Pass,Average
13.4,94.3,99.2,7.1,3,Bachelors,Yes,No,No,Tutoring,85.81,Pass,Excellent
5.6,88.5,55.7,6.0,5,High School,Yes,Yes,Yes,Tutoring,33.36,Fail,Poor
6.6,84.2,42.0,7.8,5,Masters,Yes,No,No,Tutoring,53.05,Pass,Average
17.3,92.8,36.8,4.9,5,Bachelors,Yes,Yes,No,Online Courses,57.56,Pass,Average
11.8,79.7,75.7,5.5,7,High School,Yes,Yes,Yes,Tutoring,55.87,Pass,Average
15.4,69.4,36.8,5.4,9,High School,Yes,No,Yes,Tutoring,32.26,Fail,Poor
12.1,78.0,59.4,8.1,7,Masters,Yes,Yes,No,Group Study,54.32,Pass,Average
12.1,71.1,71.6,7.9,8,High School,Yes,Yes,No,Group Study,55.85,Pass,Average
16.7,71.9,67.8,7.3,8,Masters,Yes,Yes,Yes,Group Study,70.19,Pass,Good
9.4,78.3,71.4,8.1,6,High School,Yes,No,No,Group Study,60.22,Pass,Average
12.5,70.5,68.3,5.6,6,High School,Yes,No,No,Tutoring,46.39,Pass,Below Average
9.7,76.3,84.2,7.2,6,Bachelors,Yes,Yes,Yes,Group Study,48.32,Pass,Below Average
9.8,57.3,50.7,6.5,11,PhD,Yes,No,Yes,Online Courses,26.83,Fail,Poor
10.5,82.6,54.8,7.8,5,PhD,Yes,No,No,Online Courses,68.48,Pass,Average
13.1,80.0,53.4,6.6,7,High School,No,No,Yes,Group Study,33.32,Fail,Poor
9.6,70.2,77.5,6.2,7,Bachelors,Yes,No,No,Self-study,51.53,Pass,Average
18.3,87.9,78.5,7.4,5,High School,Yes,Yes,No,Online Courses,79.95,Pass,Good
7.5,91.3,71.8,7.8,3,Bachelors,No,Yes,No,Online Courses,47.12,Pass,Below Average
11.1,60.7,82.8,5.8,8,Bachelors,No,No,Yes,Group Study,52.27,Pass,Average
9.8,70.8,47.3,6.6,9,Masters,Yes,No,Yes,Group Study,39.57,Fail,Poor
19.2,70.8,90.0,5.3,6,PhD,Yes,No,Yes,Tutoring,59.56,Pass,Average
13.0,68.7,87.8,3.5,7,Bachelors,No,No,Yes,Online Courses,44.48,Pass,Below Average
17.2,90.0,76.0,7.0,8,Bachelors,Yes,No,No,Group Study,64.54,Pass,Average
4.6,77.7,91.7,7.5,6,Masters,No,No,Yes,Group Study,53.71,Pass,Average
13.3,76.8,40.2,7.0,6,Masters,Yes,No,No,Tutoring,46.93,Pass,Below Average
16.4,56.0,57.1,4.2,8,High School,Yes,No,No,Online Courses,28.42,Fail,Poor
12.4,87.6,54.0,6.2,7,High School,Yes,No,Yes,Group Study,46.13,Pass,Below Average
17.3,65.1,75.8,3.8,8,Bachelors,Yes,Yes,Yes,Tutoring,43.26,Pass,Below Average
9.4,80.7,49.2,8.5,4,High School,Yes,Yes,Yes,Group Study,47.73,Pass,Below Average
19.0,83.3,76.4,5.3,3,High School,No,No,Yes,Self-study,47.09,Pass,Below Average
23.5,96.3,85.6,8.3,5,High School,Yes,No,No,Self-study,78.26,Pass,Good
10.2,64.3,75.4,7.9,7,Bachelors,Yes,No,No,Group Study,54.92,Pass,Average
9.8,43.8,69.3,5.5,9,High School,Yes,No,No,Online Courses,33.88,Fail,Poor
19.3,82.2,50.2,5.2,8,High School,Yes,Yes,No,Self-study,57.35,Pass,Average
19.9,100.0,52.3,7.2,3,High School,Yes,Yes,No,Tutoring,73.67,Pass,Good
9.4,94.9,83.7,5.6,3,Masters,Yes,No,No,Group Study,60.89,Pass,Average
9.9,82.5,76.7,6.8,5,Masters,Yes,Yes,No,Tutoring,64.03,Pass,Average
10.6,74.1,64.4,6.1,5,Bachelors,Yes,Yes,Yes,Self-study,26.99,Fail,Poor
5.3,89.7,58.7,4.4,8,Bachelors,Yes,Yes,Yes,Online Courses,46.59,Pass,Below Average
7.4,68.3,34.6,3.8,6,PhD,Yes,Yes,No,Tutoring,37.49,Fail,Poor
7.0,85.7,48.9,7.0,6,High School,No,No,No,Self-study,33.21,Fail,Poor
8.2,86.1,93.7,6.0,6,High School,Yes,Yes,No,Self-study,64.74,Pass,Average
11.8,92.7,45.8,6.0,5,High School,Yes,No,No,Self-study,59.4,Pass,Average
13.2,100.0,67.8,7.6,3,High School,Yes,Yes,No,Tutoring,64.79,Pass,Average
19.8,84.7,80.1,8.2,4,Bachelors,Yes,No,No,Self-study,68.53,Pass,Average
7.0,73.9,46.2,6.3,6,Masters,Yes,Yes,No,Group Study,47.64,Pass,Below Average
16.9,79.7,67.8,6.3,5,Bachelors,Yes,No,No,Self-study,53.59,Pass,Average
10.9,58.8,79.1,7.4,9,Bachelors,Yes,No,No,Group Study,47.26,Pass,Below Average
11.8,71.7,65.2,4.9,10,PhD,Yes,Yes,No,Online Courses,63.88,Pass,Average
15.4,75.1,100.0,7.0,9,High School,Yes,No,No,Group Study,66.5,Pass,Average
6.4,73.7,40.0,7.4,10,High School,Yes,No,No,Online Courses,23.07,Fail,Poor
13.9,81.8,80.9,7.6,7,Bachelors,Yes,Yes,No,Online Courses,55.3,Pass,Average
12.8,70.1,62.4,4.2,7,Bachelors,Yes,Yes,No,Group Study,51.95,Pass,Average
14.5,93.5,76.6,5.7,7,High School,Yes,No,No,Online Courses,69.52,Pass,Average
13.4,80.0,71.6,5.6,4,Bachelors,Yes,No,No,Group Study,49.04,Pass,Below Average
24.3,79.9,54.0,6.8,6,Bachelors,No,Yes,Yes,Tutoring,60.49,Pass,Average
8.8,76.1,68.4,7.3,6,Bachelors,No,Yes,No,Online Courses,59.3,Pass,Average
9.3,81.9,37.1,8.6,5,Bachelors,Yes,No,Yes,Group Study,56.96,Pass,Average
8.9,89.9,74.0,6.1,3,High School,Yes,No,No,Online Courses,60.18,Pass,Average
9.2,69.6,69.5,6.1,6,High School,Yes,No,No,Self-study,50.7,Pass,Average
8.8,72.1,74.6,8.2,10,Bachelors,No,Yes,No,Group Study,35.51,Fail,Poor
17.9,76.4,80.9,7.1,3,High School,Yes,No,Yes,Self-study,75.34,Pass,Good
19.1,63.8,70.5,8.3,4,PhD,Yes,Yes,No,Online Courses,65.23,Pass,Average
9.1,70.2,67.2,7.1,8,Bachelors,Yes,Yes,No,Online Courses,45.84,Pass,Below Average
